text,isReallyPolitical
@ajacque23 They do what he says. Or else Republicans wouldn't have to vote. Not dictator but his plan will get executed.,0
Voter ID proposal expected to return to legislative agenda: One of the first pieces of legislation lawmakers could...,0
Late lunch  a movie with @BrandyMcFee . #thisis40,0
Off to #DaytonaTesting,0
The crowd is picking up waiting on Governor @PatMcCroryNC,0
"Today is not only my birthday, but Severus Snape's",0
On the campus of MACU,0
First UNCC basketball game tonight with @CoreyKellyLive,0
Its not that hard.,0
It would be nice to get pinson considering the giles connection.,0
You let the wrong things distract you from whats right.,0
That's what happens when a tornado meets a volcano.,0
Hallelujah,0
Pollution is real,0
On our way to visit the campus with @altucks #backseatantics #wakeforest #graduationweekend,0
#LiberalBandNames The African-American keys,0
Solid year for @SpursOfficial . No complaints. 72 points would have made the CL the last 14 years.,0
Watching Twilight on this lazy rainy day. #teamedward,0
PHOTOS: Artistic depictions of the #Pentecost  @HuffPostRelig,0
Green flag!,0
Our power went out.,0
"Your partner SHOULD be your absolute best friend, should always make you feel secure, you should NEVER have to question his/her intentions.",0
What the eff are these.,0
so much love and support from my camp family!,0
My first taste of @MonutsDonuts.  My review:  Yum!,0
Shelter from the rain! @ North Carolina State Fairgrounds,0
Lets not do that.,0
"So excited about seeing Avenue Q with Susan, Jeff,  Michele. Been wanting to see this show for a while!",0
Remember the westerns - the Calvary shows up just in the nick of time? They often had to ride for hours-days even. Yet they WENT. #Benghazi,0
Packing meals for Stop Hunger Now.,0
Let your actions brag for you.,0
HAPPY BIRTHDAY KEVIN GARNETT!,0
#LiberalBandNames Mumford    illegitimate Sons,0
I wouldn't be missing the @NHLBruins game if I was traveling on @JetBlue today. Hoping to land in Boston with a Bruins win. Get it boys.,0
he ont know the difference in a THOT  a WIFEY.,0
Watching some @ARCA_Racing on @SPEED pulling for @KenSchrader and @AustinWSelf,0
Come get ice cream at SAMs ice cream in clemmons!,0
"stay at home , homie hopper .",0
Was going to buy mulch. Looks like a thunderstorm may close down the garden center. (at @Lowes Home Improvement),0
At Shelby Police Department picking up reports. Anything going on around #clevelandcounty? Let me know!,0
Thank you,0
.@TTStar5 thanks for the Hollywood Shout. I've never been to #Hollywood would like to visit some day.,0
"In an old house in paris that was covered in vines, lived twelve little girls in two straight lines.",0
And he still looks damn goodRT @bretmichaels: Best of luck to @pennjillette  @TraceAdkins (cont),0
Listening to pac.,0
Remember the important people in your life,0
Just posted a photo @ WakeMed Emergency Department,0
Going to beach next week with @BretterThenYOU,0
This was at a restaurant where you would never expect to see this sort of sign.,0
DCI 1991 was one of there best yrs in history,0
All me and @JohnWarner_JW talk about in text messages is how fierce Maddie Gardner is. #ObsessedAndPROUD,0
Best Walmart employee ever.,0
This is how we do it,0
We need to get it together,0
Freight Liner truck painted up to honor patriot guard. Proud to be a member.,0
I Hate Being Distracted From My Own Goals Because People Cant Civilly Dissolve Their Own Disputes .,0
If I don't talk to @AbelAdams soon I'm going to lose my mind. A month is too long!,0
The truth came out.,0
I took advantage of the custom #framesale @MichaelsStores today! I framed my pic of #KidBrewer stadium from the Montana game. @appstate,0
#TEDtalks,0
Be a Hero.,0
Shout out to my cousin Shawnee for graduating from the University of Kansas!,0
USA Basketball: Womens World University Index  via @usabasketball,0
wha RT @nprnews: WSJ: Yahoo Board Approves $1.1 Billion Purchase Of Tumblr,0
Petey Steel has returned.,0
Alex and Pastor Rob on her big confirmation day!  #proudpapa @ Central United Methodist Church,0
Lets so Duke! #NCAAlax,0
"@JustinFaulk27 thank you for the picture, Faulky! Congrats on your bronze medal!",0
Lets go Duke! #NCAAlax,0
She said it's a statutory situation.,0
"Def disagree ,alot of pass make the future",0
The only thing that is absolute is that the absence of evidence is the absence of truth,0
Money is money no matter what job it is.,0
Work should not come with THIS much sacrifice.,0
"Since government started giving out food stamps, ailments have skyrocketed like diabetes,high blood pressure,gout,obesity,laziness,etc.....",0
If it was canceled would we have heard by now?,0
San Onofre nuke plant to close after bitter fight: The demise of California's San Onofre nuclear power plant...,0
Its really happening today,0
I love fart farmers on planes. Crop dusting all over the place. #comeonbro,0
Love it! Thanks! Via @PaganChaplain: I see similarity w yr son's engineering! RT @ST0NEHENGE Stonehenge sunrise today,0
The sun coming up as we are driving through Tennessee is beautiful this morning.,0
They unleashed the beast !,0
Local winter #squash and #apples everywhere! @ Port City Produce,0
@ElNacionalWeb en millones de dlares q se han robado los enchufados y Los Castro y que ahora nos dejaron endeudados con Imperio Chino.,0
Every moment is recorded | From Portugal back to the US @ Washington DC,0
Miles away still thinking about the Reynolds Community back home. #prayers,0
Accused killer rejects plea deal; death penalty trial set,0
Interesting stat for network creation,0
Thinking about transferring schools,0
Cowabunga ---  @rightwradical As a matter of fact polling respondents say GOV too big and powerful  @donna816 @cspanwj,0
So happy that my bestest buddy @brianasburyii is coming down this week!,0
"So 15,000 Russian soldiers are coming tomorrow to help with an upcoming disaster and the federal government is on the brink of closing?",0
Heading to @TenParkLanes for #tryondistributing beer tasting. Maybe a game or two as well!,0
This is a damn close matchup in the @TopTeamFantasy league! All down to Sproles tonight! @tylerd91 #FantasyFootball,0
Seriously wildlife is a b.s. Class.,0
One of our CEOs @LHelmsReece addresses @RhoWorld employees at our end-of-year celebration (@RussHelms sits).,0
Generosity is a state of mind not a state of money- @BrianCHouston,0
When is the next plague coming #populationcontrol,0
via @ChrisMillerWBT MT @nelsonpoynter: Teach teens to tell news from noise. News lit @Poynter + @NewsU.  #Intel100K,0
Welp !,0
And here's @RussHelms taking his turn on the mic (with @LHelmsReece on the camera). /cc @rhoworld,0
Own it !,0
Dignity slightly stolen today by @Mun_day37 posting a very cute picture in the field house..almost as a attractive as he is.,0
@GenPenaloza el dinero para pagar la multa viene del mismo Gobierno. Esto es un show para hacer parecer a Globo como un canal de oposicin.,0
White people always wanna cover their answers like it hereditary or something. SHARING DONT RUN IN YOUR BLOOD ?,0
Congratulations to my girlfriend @AshlyGaulin on this killer job? we are one step closer to becoming basketball wives and being rich?,0
@mitchellreports @pfeiffer44 @GOP once again potus shows is inability to lead. Shutdown on his watch,0
Thanks Tomika great show! @ WGIV Radio,0
"Thank you to whoever brought these in, they're EVERYTHING @ Buffalo Exchange",0
"If you abuse an animal, every single part of me wants to find you and kill you. No exceptions.",0
We haven't had that kind of spirit here since 1969.,0
"If you aren't watching Hannibal, you should.",0
"Best, most accurate source of political news in all of North Carolina! == @NCPoliticalNews",0
#whoisthemole Kerry Washington's Goods,0
Hope that @FunkyDineva does a video on tonight's #Scandal episode.,0
GOOD YOU CAN HAVE HIM. I have Trent. #waybetter,0
Merp,0
"You can do all things through Christ, who strengthens you? Levitate, then shoot that walrus with your lazer vision.",0
Hold your fire !,0
Martin always come back harder on Pam! Be making her jokes look weak,0
"Time to act like @iBeKrista, again.",0
Even the tv show @ScandalABC  has a hashtag #WhoIsTheMole Someone understands getting fans engaged! #HashtagHell,0
This is the year!,0
Brush them.,0
@bushi_1020 @Flexijules @RachelLFilsoof @carecaguitar @gronele @FlavioMasca @Trans1110 @followmustjp @Luna1177 @SmurrayScott you too TY.,0
This line is crucial. But I must. #ironman3,0
Thanks to MISS @monica_montalvo for helping me today!  #*spaday,0
News cameras everywhere. So naturally we stopped to ask what's up. A high speed chase ran into a light pole and all the lights went out.,0
Fantastic first night of IsaU. Over 500 fired up people! #transformedlives #freedom! #workforyourselfbutnotalone!,0
Now being escorted by a news crew and anchor (complete with charisma) back to a safe place where we can get on the interstate.,0
they sell magnum ice creams bars in america now.,0
How can you be detained in North Korea when they don't even let anyone in?,0
This is just a new beginning.,0
Prayers that this doctors appointment goes well tomorrow and we can start finding a way to fix this,0
Time to act like @lauraaggonzalez.,0
He Always Says That : /,0
And we thought our target detour for red bull and coke icees was wild. @ginnykramer,0
"Congrats to Mildred Southern, brand new inductee NC SPORTS HOF! #ustanorthcarolina",0
what happened to Harry's tumblr?,0
There are so many gays in California Gods gonna sink it.,0
Amazing. Thank you @MackenzieShea24,0
The number of Americans killed in Chicago since 2001 is 2.5 times that of Americans killed in Afghanistan since 2001.,0
WOW,0
Stop that.,0
DONT SPEAK ON TEXAS IF YOU AINT FROM THERE...,0
Thankful for all the help today from @justin_hall9!  #cupcakes #blanket - day 1?,0
Done.,0
In Leland tonight.,0
"When I get home on Monday, I will have go 287days without Colorado #shouldbeacrime",0
Fuel system ordered.,0
"More humor in Iron Man than I thought there would be.  It was great, but not excellent.",0
BRILLIANT,0
Action speaks louder the words.,0
Pretty.,0
"Fire forces evacuation of campus, homes in Calif.: A wildfire fanned by gusty Santa Ana winds raged along the...",0
If you were born in the U.S. and ya parents are from somewhere else YOU-ARE-NOT-FOREIGN.,0
"Is ""crazy vagina politics"" really politically correct? #MSNBC",0
I feel like me and @lilmegantaylor are completely in the same boat.,0
We made a bond from the very begin !,0
I forreal wouldnt mind seeing @FFDP live again.,0
Thank you for being such a good friend @Sarah_Phillips7 ? I love you!,0
Let's go @ArejayHale! #goldengods,0
"My friend @BreannaEve23 meet her idol tonight! So happy for her, it just makes me realize that maybe one day my dream will come true too.",0
the legend,0
On it. @SeldenGADawgs @hildismom @dryheat115 @lemarquand @nobsmina @coff33loveit,0
"Come on, postal services, I'm counting on you to let my weekend start great with a letter!",0
Done.,0
And throw a party on Mars.,0
Dont judge my choices if you dont understand my reasons.,0
It's hard to fill out these papers knowing that I can die by the en of this year,0
After the talks me and @stephyjohnsonnn had at jakes I had mad respect for her. #wingman,0
Y majority of cops that innocent people deal with put themselves in dangerous positions with innocence? Y not help stop crime not start it.,0
Two week break from @EastCarolina starts NOW! I can now officially manage marketing and write grant proposals ;),0
One big happy family. @ Westry Crossing,0
It's midnight and we still haven't hit Tennessee. Driving through the mountains in the rain at night isn't my idea of a good time. #scurry,0
Experiencias vividas jamas contadas solo gozadas y en silencio guardadas.,0
That may or may not have been a little paycho!,0
Days of our lives.,0
The bridges we burn only light our way.,0
"I've flown 12 times in the last month, 11 of the flights have been delayed by an hr or more. I hate you both, @Delta  and @USAirways.",0
You can email me @ curkendallj@gmail.com,0
Busco personas como tu con sueos ilusiones  ambisiones y deseos de superacin y crecimiento personal y ganar dinero,0
"""A woman should not depend on the protection of a man, but must be taught to protect herself.""",0
How do y'all feel about that video I recorded and put on @WORLDSTAR and that was on the news?,0
": At one point in time, we've all wasted our energy on someone who never deserved to be an issue in our lives.""",0
"For the record, I am not willing to donate my feces so you can do a DIY fecal transplant. You'll have an easier time getting my kidney.",0
People who yard sale are cheapskates. #itstrue #nooffense,0
Performance parts and expert tech help @Dougherbert.com or call 800-444-7373 (at @DougHerbert Racing) [pic]:,0
"First to Dallas, and then to New Orleans. Pretty day to fly.",0
Met this guy at the airport. He just got back from golfing with LaVell and thinks Bronco is a California boy.,0
"Unplanned landing in Monroe, NC. All is well, forgot to tighten the oil cap. #headedtoMaine",0
"Helping a friend today. 170,000 Miles and still working Hard. GMC. Nuff said. @ Lochside Neighborhood",0
not,0
does it?,0
On the way to Virginia,0
On the road to Virginia Beach.,0
Round two of #unccabod13 - Thank you Alumni Board of Directors we are looking forward to the future of 49er Alumni!,0
"Wow, @CharissaT looks amazing on sportsnation this morning.",0
New to us! @fostersonthefly @DurhamFarmerMkt !,0
we need a move,0
"""Zion?s not built with hands; And in this place God will dwell with man.  Sick be healed and cripples stand; Sing Alleluia!""",0
Tonights gonna be good because @MkayLeggett gonna be here.,0
Sad to be missing @txakolifest today but psyched for @ATLFoodAndWine.,0
#happysaturday! This week went by so fast. Might go to @FoothillsFM this morning and then hopefully pick strawberries.,0
#JuneSeason,0
One day you'll either have the things you want or you'll have the excuses for not having them. We all have the power to stare our own horse.,0
Just taking out a few triathletes this morning.  #pardonme  #runalong,0
"""Every morning is a Cheetos morning."" My boss, ladies and gentlemen.",0
I might not go to the court today. Ima think about this thang and tell ty wassup.,0
"If you think education is expensive, try ignorance.",0
Patrick is making fun of me!,0
Getting Started #OFAFounders @ teamsters,0
Alex had a great time last night. @allaboutbeer rare and wild. @AVLBeerWeek @newbelgium,0
First wave is under way.,0
We have no foils. It's a great day at Aveda.,0
Happy JUNE FIRST!,0
LOVED my visit to @GreenManBrewing for#avlbeerweek   The porter with cocoa nibs was AWESOME.,0
Great work with @CoachRiv2 and Coach. Happy anniversary!,0
.@KIPPCharlotte Thank you for the great experience for our #WellsFargo team members! Can?t wait to see the results! #WFDayofCaring,0
"RT @cnnbrk: Storms leave more than 210,000 customers without power in Midwest.",0
Ran into Sam from @AtGBrewery during #avlbeerweek FUN TIMES. #beer #craftbeer,0
this is ridiculous.,0
Thank you very much ! #Endofdiscussion,0
"Worldwide polio eradication is so close. Only Nigeria, Pakistan,  Afghanistan remain. You can help with even small donations.#rotary #z33",0
Leadership Gathering with a great group. @dwLPC is speaking truth. @LPChurch @lpckids.,0
Are we really arguing about this?,0
Working with @Roman4622 and @lindsay__shea today is going to be greaaat. As long as Chris doesn't come.. ;),0
today my big brother celebrates his 22nd birthday! I'm so proud of him and his amazing accomplishments. Love you!,0
We use to be like enemy's aruguing and Barney .,0
Cars are about to roll onto the track here @MonsterMile getting ready to start the first practice of the day. #nascar #FedEx400 #SprintCup,0
Still waiting for the @VictoriasSecret commercial.,0
"Doritos, mountain dew, and football. It doesnt get much better than this.",0
#HereWeGo,0
#HereWeGo,0
Hey its stifler!,0
"The higher the price for a commercial spot, the lower in quality the commercial actually is",0
"Concurred, CBS. #superbowl",0
The blonde girl off Two Broke Girls reminds me of @sarahpetrash and/or @SOFTBALLprbz,0
"Its that time. 
#leggoravens",0
Travis went to gimme a piggy back ride  I got scared  bout beat his ear off. @CountryBoyTDC,0
it is what it is.,0
Joe flacco is peds cause there's no way this is the real him.,0
Watching the #superbowl at Pastor Tom's @ Hauser Haus,0
You need help.,0
We all know San Francisco is gonna come back. Don't play yourselves. They made it here for a reason.,0
Ed Reed!,0
Terrible,0
"Yep, #SuperBowlSunday",0
They told em to watch out for Ed Reed!,0
"Both these teams are ""thugs"" and yes those quotes are meant to be there.",0
The black ref looks like his name is Bill or  George,0
What a pretty pass from Kaep to Reed. Pitch and catch.,0
Wow.,0
"Stop acting like children, take it out on the field.",0
"Kaepernick is not a Montana or Young, so why they acting so surprised that he threw a pick.",0
Pulled up at the gas station and ran out of gas.  #talkaboutluck,0
Enjoying @MadeTo_Love 's company at my house ! #superbowlparty,0
Enjoying this superbowl with kids,0
Recycle,0
This face. This is serious.@McdonaldDesiree,0
Happy Birthday sexy lady @Capsyy ! Enjoy it.,0
Its unfortunate that one of these teams has to win.,0
"I like the #fakefg call. We have to remember, there is a little #bigbrotherlittlebrother psychological warfare goin on here.",0
Still rooting for the bay!,0
That little girl is more of a man than @nflcommish,0
"Try not to become a man of success, but a man of value. -Albert Einstein",0
Roger goodell is the new Sandusky,0
Taking wagers on total tweets by @slindsley b4 end of #SBXLVII - winner receives free download of next 3 @mbgband tracks.,0
"Mike Daisey, outside the Durham Arts Council, after his powerful and riveting performance of American Utopias.",0
The thugs are not playing around tonight #RavensNation,0
Stacy is FULL OF IT,0
If you hear Jack the Radio on a commercial tonight. Well.,0
"For my 21st birthday, I would like to go sky diving. Thank you, Santa.",0
Congratulations Jared! You've somehow not become morbidly obese again!,0
What if the bring in Alex Smith and He Wins the Game? :0,0
Hes young!  He froze #colinkaepernick,0
Not watching the #superbowl and loving it! Wine in hand watching Kourtney and Kim!,0
Keep your momentum #BMORE!,0
Tonight its abt them! @ chastain community,0
Culliver is shutting Torrey Smith all the way down.,0
Thank you Taco Bell!,0
"@Espngreeny even Flacco

was calling for the OPI",0
Wow! A Taco Bell commercial in espaol!  #livemas #vivemore,0
No way.,0
Wow,0
Wow!,0
What a waste of $700.,0
"As Chris Berman would say, WHOOP! #TDRavens",0
"If you put money on these niners, I feel bad for you son.",0
At least Art is still dead. #GoBrowns,0
Hangin with @CornerstoneNext crew for Super Bowl party.,0
San Frans defense looks pathetic . I'm butthurt for them,0
No podemos pues colaborar contra Colombia vamos pues,0
Exactly moss who doesnt have a catch,0
#GoFalcons,0
Chris Culliver representin' Garner! #burnt,0
My future son will play football.,0
"Colin Kaepernick, I still got faith in you!",0
"""I want to be so close, we pass air back and forth between each other until it's mostly carbon dioxide and then we both pass out and die"" ?",0
Baltimore keeps winning me money.   And flaccos killing,0
This is an exciting superbowl,0
Welcome to the Super Bowl rookie!,0
We need a turnover,0
"Wrong is right, right is wrong. Nothing matters.",0
Watch this,0
My View ;,0
Pandemic...the opposite of @NdemicCreations Plague inc. @hosunl,0
"If you haven't heard it, listen to Traveling Bones by Fox and the Bird. #goodstuff",0
EGYPT ON THE BRINK -  I only wish Americans were so passionate! #somearejustmorecorethanothers,0
"For starters, always bring a wisp or some kind of minty gum, or else don't speak to anyone after the plane lands.",0
Said turbulence will cause some nervous passenger a few rows ahead of you to pass gas. Every. Single. Time.,0
"""I would have thought that you'd be opposed to #reunification.""",0
the familiar boxy shape and oversized antenna of a Sanchor III comlink jammer. Standing over them were the two Troukree,0
"The difficulties in life are not there to defend or define you. They're there to increase you, strengthen you, and make you wiser. #blessed",0
Column: Build healthy employee relationships: Small-business owners are plenty worried about health costs thes...,0
Column: Build healthy employee relationships,0
Quani look like a web street graduate in his avi,0
Sounds like hurricane Katrina out there.,0
"My goal: to create millions of rebellious little devils; running around, questioning everything and using their minds to set themselves free",0
Up  running with @TheAceTJShow on @channel961. Have a grrreat Tuesday!,0
#oops ?@FoxNews: Russian booster rocket crashes after launch in Kazakhstan,0
Entrepreneurs find creative ways to take vacation: Shop Talk reporter Virginia Bridges asked small-business ow...,0
"Ben's shocked expression, from those at the other end of the #channel.",0
"Check your heart: ""But if you have bitter jealousy and selfish ambition in your hearts, do not boast and be false to the truth."" James 3:14",0
What a wonderful legacy this woman has started in honor of her late husband  #payitforward,0
"ch fell away, spilling them into the forest floor below. The four stormtroopers toppled to their deaths, blaster rifles",0
"""Wisdom from above is first pure, then peaceable, gentle, open to reason, full of mercy and good fruits, impartial sincere."" James 3:17",0
Greeted by a double rainbow upon crossing Oregon Inlet! #Hatterasbound @ Oregon Street Life Guard Standi,0
#RockThrill,0
A good education means little when healthcare regulations and laws restrict you more than they do you good.,0
This seems like a re-occuring theme.,0
"When duty calls, you answer.",0
"At this very moment, thousands of musicians, pastors, volunteers, tech teams are gearing up to help millions of people experience God.",0
Point blank.,0
"What are we doing, where are we going.",0
Buy from @StillAlivePA today even if you DONT want to.,0
Sandy just gave me some really good guy advice .,0
RT @wral: ALERT: White House: Boston bombings suspect won't be tried as enemy combatant,0
For other people's pets/family members. So the lesson here is stop being a scumbag and take care of your animals properly,0
Thanks LS3P Charlotte for your denim donations for Earth Day! @LS3P @DIRTTyGirl_SE @DIRTT @Mooyo @lmjamer #earthday,0
Thank you and have a nice day,0
"....Christ, in accordance with the purpose of His will [because it pleased Him and was His kind intent."" Ephesians 1:5",0
Happy Earth Day.,0
JR Smith being chosen for 6th Man of the Year over @JCrossover is ridiculous. Smith was essentially a starter who came in after the tip,0
Enemy combatants are like unicorns,0
#InboxZero via @Mailbox.  Mobile-first inbox make managing messages delightful. Recently @dropbox acquired for $100M.,0
Learning about onions before we plant them! #earthday #GREENchiquita #clt @ Pinewood Elementary School,0
The FA has clearly planned for long ban. No surprise there #YNWA,0
Leftovers are a lifesaver when you feel like death and still have to feed the kids. And pop tarts.,0
A month in advance to our public.school system.,0
"Children are a gift from the Lord, they are a reward from him. Psalms 127:3 #paiss",0
@Mizzou Thank you for remembering!,0
"Take me back to St. Thomas. No tests, no homework, no people. Just the islands and an unlimited supply of Patron.",0
Water Protests!,0
I tried to be funny. Happy earth day y'all. #EarthDay,0
Congrats to @Steven_Mazur '13 for receiving the Henry Hugh Shelton Undergraduate #Leadership Award of Excellence! #TYLS @triangleyouthls,0
Since when was syria known for hacking twitter accounts? They're all over the place #syria,0
Happy Birthday Julie! @PhillipsCo #hpmkt @ Phillips Collection Showroom,0
Sorry But A Dude Cant Lay Up In My Crib For Free  Dey Sure AF Cant Pay Dey Way Sexually; Bill Collectors Dont Accept Dick Or Dome Payments,0
If you know you not the only ...which out before you get the package #safesexweek,0
Welcome to my @jawgaboyz kinda day.,0
Year of favor!,0
"In line with jaysha,  cutting every person we can #paolatweeting",0
"You're the only cowboy in this place and if you're up for a rodeo, ill put a big Texas smile on your face",0
Es bonito recibir msgs de buenos das y buenas noches de esa personita :) #querida,0
"Some afternoon La Forza. @ CCC HQ, Durham",0
S/0 @ThickEdwards,0
This book is actually really good.,0
"Love that Coach Fox is so appreciative of everyone's hard work: coaches, players, operations, marketing, fans, etc. That email made my day.",0
Mark my words,0
Catawba nuclear plant focus of NRC meeting: Nuclear Regulatory Commission staff will discuss the safety...,0
Its beautiful today,0
This,0
"my motivation = my nieces , nephews ,  younger brother ; my inspiration = my older brother @CornWash  #FamilyShowsYouTheWay #iDoItForThem !",0
Happy Earth Day!,0
Biryhday shout out to @scottstevensons who is even doin'ministry on his birthday!,0
Figures.,0
@melaniekill We enjoyed having you at CRC. Come back and visit us!,0
@GrahamBlog his talking for the hearing on Immigration reform were obviously written by Luntz for his reelection in SC full of crap Lindsay,0
RT @AP: BREAKING: US attorney: Boston bombing suspect charged with conspiring to use weapon of mass destruction:  -AB,0
Vegetables DO exist in the south! Road trip to Charleston! Bye to #hpmkt @ Whole Foods Market,0
Officially about to be part of the us army this week. Can you say excited much?,0
Happy Earth Day From All Of Us At Pettyjohn's Rug Care!,0
"There's a special place in hell for people harass, berate and are demanding to tech support people like me :( I hate this shit.",0
"There's a special place in hell for people who harass, berate and are demanding to tech support people like me :( I hate this shit.",0
"He's just frustrated, @Cosepchuk is in PIKE and people keep celebrating hump day @cameronyounts @zkunks",0
"When @stephenasmith takes a deep breath before speaking, you know it got real. I would love to hear him uncensored @ESPN_FirstTake",0
Trying to keep head phones in with a tragus piercing is a struggle.,0
Por favor para de sentirte aludido por las cosas que digo ... Cada episodio tiene un dueo y tu ni siquiera existes para m #GoAway,0
"Ill always be here for @Jkluge02 no matter what. I started off as a friend, and I promise to stay a friend no matter What.",0
Proud of @mshooterr29 for teaching yoga all day and having a hot bod ;),0
"Behold he comes, riding on the clouds, shining like the sun, at the trumpet call, lift your voice, it's the year of jubilee? #salvationcomes",0
Giving back. @ Raleigh Rescue Mission,0
"Happy Day of Victoria, @VvRaquelJ! #missyou",0
In North Carolina. @cant_c_me @GinsburgJobs @ReporterPhoenix @bannerite @JoanLivingbig @wcgirl1 @IslandAnnaLand @Jodette7,0
Happy birthday to the hottest RA around @taylorhousee,0
Happy Earth day,0
"We are what we repeatedly do, therefore, excellence is not a act but a habit.",0
Happy birthday @SDSchnell_11!,0
Do not talk to him. He will take you. #followfridaynight,0
.@SpaghettiOs such incredibly bad taste. Abounding ignorance. So many brave Americans died while your cartooned mascot smiles in remembrance,0
Jeff Foxworthy jokes describe part of my family.,0
Kentucky is choking as we speak,0
"A screenshot of the most ignorant corporate tweet I've ever seen, just in case @SpaghettiOs deletes it.",0
Own it.,0
Would like to surprise my daughter and visit her. Click to Donate:  #gofundme #HolidayRealness,0
Yes. @KohlerIsW,0
Movie nights are the best with @MaddieIrvin,0
This N.Illinois vs. BGSU is the worst football ive ever watched.,0
That's what's all about!...Chicago's fast-food workers on strike: 'All I want is a fair chance' ? video,0
Evan is coloring his teeth now.,0
"I'll like to see what my mom, dad and grandma have to say about this.",0
"Well will ya look at that, @Ankeithvious @ a pretty girl on twitter. Write it down.",0
"The nutrition label in this protein says it comes from New Zealand grass fed cows. How ironic, thats the only country i eat cows from",0
Imagine if they made sour patch adults. Like sour patch kids but three times the size. That'd be awesome.,0
What idiot named it erectile dysfunction instead of ballzheimers?,0
A huge change is coming soon. Very soon.,0
The fact that me and @mfollis14 just said the exact same thing at the same damn time.,0
"Had such a good day with @mrgesner . Then a poopy night at work. So overall, today was decent.",0
Crackas asked me were the snow I said prolly in  Alaska were it snow,0
Having Mondays off is definitely not fair compensation for enduring every Saturday with Frank.,0
There is an acct named coon television that's making racist vines towards African Americans can you suspend it @vinehelp,0
Can't sleep. Thoughts are with @camschaefer10 these next two days. Stay strong and give your family/friends lots of hugs for me. Love you ??,0
Make sure everybody in your boat is rowing and not drilling holes when you're not looking. Know your circle.,0
This next year is going to be huge for me.#MakeOrBreakTime,0
Closure.,0
Everyone lives with the scars of their past and the fear of their future.,0
Had a morning air jump. It was interesting with the high winds.,0
Happy #saturdaycaturday,0
Do it now!,0
torture,0
spotted: austin baker student body president and shelby donovan in his car. and I stay third wheeling.,0
"I hate being lost in my own head, unfortunately I've been there a lot since March. You'd think after being lost this long I'd know my way.",0
Que no hay distancias grandes para nuestro amor.,0
"Take my life and let it be, all for you!",0
Perception is key.,0
Our conversations,0
And of course my best friend is ignoring me. Thank you.,0
We don't need no script for this;,0
exactly!,0
That's for sure .,0
Man had a great night @RumRepublic tonight. Awesome crowd for Throwback Thursday! See you all tomorrow. Thanks for coming out ?,0
Well prepared.,0
Obviously.,0
The need for new scenery is crucial.,0
Had to download. It was a must.,0
My favorite shirt that I've bought at #HeroesCon (so far).  Can you name all of them - including the silhouettes?,0
Enjoying my reign at the top of the leaderboard before @thehoneysauce syncs his fitbit.,0
Wow!,0
This is the longest ride ever! #beachtrip,0
Why does the coach wear a batting helmet? #superregionals #collegebaseball,0
"Surprise phone call from @gregoryjackson made our day! Thanks, Greg! #ofafellows @OFA_NC",0
"Not exactly Deadliest Catch, but good enough for a first timer.",0
"If you have long legs, follow @TallGiirlProbz ?",0
Hight Point with @bitchimbossred !,0
"Cornhole tournament with @kingbain9, Greg and Donald @ Courts  Sports",0
On my way to Georgia again.,0
"Same on voter ID. If we try to move too far too fast, the federal govt may not let us, so what we put in place will be a channel.",0
"Your prayers , persistence and patience are what bring us success. #NCGOPConvention House Campaign Committee Chair",0
We having a celebration,0
Appears as if I really liked the @FordFocus,0
WOW! I want to be like her!! RT @americablog: 102 year old celebrates her birthday with a parachute jump (video),0
"""Convincing a neurobiologist that ethnography is research is like convincing a giraffe to buy a Smart Car.""",0
love coming to my aunts house with central air! smh a nigga in Jersey live in an old house with out it.,0
"Whoever wants to rub my shoulders after this workout this morning, there is free @NotJCoffeeClt as an inventive",0
"This is such a cute reception; however, no one can throw a wedding like the Greeks!",0
Will they EVER get it? MT @donnabrazile: New Poll in Massachusetts Suggests Women Souring On senate GOP candidate Gomez. #waronwomen,0
All moved in and wondering where my neighbor is @TtooNice,0
Text me 980-239-4252,0
The beach was fun! Got to meet @taylorjburt and @chelseykeller and hangout with their crazy crew! Myrtle Manor is the place to visit!,0
#GoCocks #dieUNC,0
"If Moran gets up he's hitting a tank, called it @DiamondHeels",0
"On a hike, and we pass a man with a fiddle talking about spiritual quests. #thingsseeninblowingrock",0
"Lots of grouponers today, always a bunch of cheery guests!",0
It's great to be alive in Western North Carolina!,0
Even Democrats know #obamacare is a complete and total disaster. Still 30 mn without health insurance. @RepReneeEllmers #NCGOPConvention,0
I'm going to milestone with the white folks .,0
SKYE. BOLT. #GOHEELS,0
UNC is victorious again after another nail biter.,0
Tar Heel Victory!!! #goheelsgoamerica #SuperRegionals,0
Parks! #heels!,0
Bolt makes #lightningstrike,0
Skye Bolts the Heels to a win! @DiamondHeels,0
Thats why their # 1 in the country. #skyebolt,0
Big congrats to @ryanbutler704 on getting drafted by the Yankees. It's been a long time coming,0
hes supposed to be happy .,0
Look!! A @montemosteller sighting on twitter. Heels fans can rest easy. Jump Around #GoHeels,0
"Siempre nos peleamos por algun otra razon, pero al final seguimos entregados al amor.",0
New AVI  Header!,0
@Frizzle_Wolf @marblestheskunk @CUBAFAWX @DisplacedEnigma @DyaniCaracal @CorporalCatface In in! Name three club. :3,0
Yessir! @GoHeels baseball!,0
@virginiafoxx House budget includes block granting Medicare. Must produce a Republican NC Senator in 2014 to achieve! #NCGOPConvention,0
History! (@ International Civil Rights Center and Museum),0
