,date,text,latitude,longitude,geometry,label,score
54518,2013-05-06 13:31:23,Snyder?s-Lance reaffirms three to corporate board of directors: Snyder?s-Lance Inc. also re-elected three...,35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.5624616146087646
54524,2013-05-06 13:31:25,Rep. Clyburn stumps for Colbert Busch in SC campaign event: While Republican nominee Mark Sanford did not have...,35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.982218325138092
54639,2013-05-06 13:34:51,The American casualties in Afghanistan this weekend are a reminder that were still at war for those who forgot #SOT #Ftwga #SemperFidelis ??,35.88848049,-78.89610529,POINT (-78.89610529 35.88848049),isPolitical,0.9975112676620483
54674,2013-05-06 13:35:48,Excited to be attending the @Carolinas Healthcare Diversity Symposium #dayjob #diversity #healthcare,35.22182254,-80.84759813,POINT (-80.84759813 35.22182254),isPolitical,0.9775919318199158
55151,2013-05-06 13:48:09,Start of a great @carolinas Healthcare diversity symposium feat.. @DrMayaAngelou and #joycelynelders! Can't wait! #disymp #dayjob,35.22188625,-80.84761224,POINT (-80.84761224 35.22188625),isPolitical,0.7696957588195801
55180,2013-05-06 13:49:01,Gov's Office with Rep Perice having a Community Meeting in Red Springs this morning! Before heading to Rockingham...,34.8142884,-79.1858324,POINT (-79.1858324 34.8142884),isPolitical,0.9928402900695801
55558,2013-01-17 00:00:14,I just became the mayor of Zigler's Place on @foursquare!,36.18077516,-81.61994837,POINT (-81.61994837 36.18077516),isPolitical,0.775002658367157
55575,2013-01-17 00:00:28,@ItsWayneClifton feel free to come over!,35.9136485,-79.96825112,POINT (-79.96825112 35.9136485),isPolitical,0.7231072187423706
55637,2013-01-17 00:01:24,@VP @vp @whitehouse none of this stops or prevents gun violence. Tougher punishment for criminals how about that,35.04276333,-80.66083561,POINT (-80.66083561 35.04276333),isPolitical,0.9981573224067688
55737,2013-01-17 00:02:44,Enough of this Te'o nonsense. I'm gonna watch the @PackMensBball fellas take on Maryland. Let's go Pack!,35.79086059,-78.85306042,POINT (-78.85306042 35.79086059),isPolitical,0.8837610483169556
55830,2013-01-17 00:04:04,Thankful for @hannahlakee  her friendship. And @willeebozzman for his brilliance. It's been a great evening.,35.309476,-83.183298,POINT (-83.183298 35.309476),isPolitical,0.5943126082420349
55889,2013-01-17 00:04:40,"@LeylaFarahmand Looking for Alaska- John Green, The Shack- WM. Paul Young, The Bell Jar- Sylvia Plath?",35.02550748,-80.83911016,POINT (-80.83911016 35.02550748),isPolitical,0.9103550910949707
55924,2013-01-17 00:05:03,I just became the mayor of Cashpoints on @foursquare!,35.97815946,-77.97534,POINT (-77.97534 35.97815946),isPolitical,0.8475474119186401
56032,2013-01-17 00:06:32,I just ousted Renee F. as the mayor of Boone Drug New Market on @foursquare!,36.21950629,-81.66203015,POINT (-81.66203015 36.21950629),isPolitical,0.9145087003707886
56166,2013-01-17 00:08:32,What's everyone's opinions about this Sandy Hook conspiracy?,36.03273012,-80.01809099,POINT (-80.01809099 36.03273012),isPolitical,0.9912202954292297
56188,2013-01-17 00:08:52,@thezachbrady you have to believe in and follow the constitution,35.56973,-82.50015,POINT (-82.50015 35.56973),isPolitical,0.991136908531189
56217,2013-01-17 00:09:18,Sen. Phil Berger weighs in on Voter ID bill during Wednesday press conference: The leader in the North Carolina...,35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.9969225525856018
56218,2013-01-17 00:09:18,AARP lists most common germ-infested places to avoid getting the flu: The flu has been on the rise throughout the...,35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.8835951089859009
56222,2013-01-17 00:09:21,"@Tbeall09 and I each have slideshows open, but we're watching maryland beat state. Wohoo!",36.07228619,-79.80152141,POINT (-79.80152141 36.07228619),isPolitical,0.5763697028160095
56404,2013-01-17 00:11:43,Criminals don't obey laws. The change we need is for responsible law abiding gun owners to more easily defend themselves and others! #awb,35.5716438,-78.75959946,POINT (-78.75959946 35.5716438),isPolitical,0.9960540533065796
56583,2013-01-17 00:14:00,@EDGECUATRO Barack doesn't tweet that much.,35.06070403,-80.82404937,POINT (-80.82404937 35.06070403),isPolitical,0.5396140217781067
56892,2013-01-17 00:18:18,State needs to get it together!,35.64028263,-79.47054473,POINT (-79.47054473 35.64028263),isPolitical,0.979146420955658
56938,2013-01-17 00:18:58,Kennedy!!,35.12086512,-79.01232661,POINT (-79.01232661 35.12086512),isPolitical,0.9842895865440369
57243,2013-01-17 00:22:39,"A government big enough to give you everything you want, is strong enough to take away everything you have.",36.09363402,-79.82669444,POINT (-79.82669444 36.09363402),isPolitical,0.9952201247215271
57339,2013-01-17 00:23:57,@kennedy_wright2 Kennedy!!!,35.12184897,-79.01152782,POINT (-79.01152782 35.12184897),isPolitical,0.9247922897338867
57366,2013-01-17 00:24:22,@carsonheath because they have education and intelligence. Not to mention higher Lvl brain function.,35.3149736,-83.1778697,POINT (-83.1778697 35.3149736),isPolitical,0.5544952154159546
57662,2013-01-17 00:28:04,"Local reaction to the President's gun plan: Some Charlotteans say they stand by their right to own weapons, however,...",35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.9957273006439209
57702,2013-01-17 00:28:21,?@OleKingCole_: He is not going to take away the second amendment? we'll choot em,35.18539752,-80.33380251,POINT (-80.33380251 35.18539752),isPolitical,0.9624252319335938
58085,2013-01-17 00:33:28,"Affirmative action makes me so angry. Literally half the programs I want to apply to, I won't get because of it. #reversediscrimination",35.78779346,-78.67164756,POINT (-78.67164756 35.78779346),isPolitical,0.9597057104110718
58263,2013-01-17 00:35:55,Happy to be attending the Harnett County Democratic Men's meeting! Groundhog's Breakfast is coming up soon! #NCPol,35.399595,-78.81454,POINT (-78.81454 35.399595),isPolitical,0.9546458721160889
58529,2013-01-17 00:38:56,I just ousted Tim K. as the mayor of Elena's Mexican Grill on @foursquare!,35.54740821,-82.65531997,POINT (-82.65531997 35.54740821),isPolitical,0.7700843214988708
58694,2013-01-17 00:40:43,"CAUTION: While OBAMA'S left hand reaches for our guns, right picks our pockets, drains our future  weakens US!

$16.5TRILLION $ SPENDING!",35.83305064,-78.77180549,POINT (-78.77180549 35.83305064),isPolitical,0.997991681098938
58772,2013-01-17 00:41:40,I just ousted Christy W. as the mayor of Kens Produce on @foursquare!,35.64320125,-78.6146896,POINT (-78.6146896 35.64320125),isPolitical,0.8499966263771057
58897,2013-01-17 00:43:12,"look at ole @J_Parnell getting a real job, congrats!",35.30847471,-80.70788031,POINT (-80.70788031 35.30847471),isPolitical,0.8626807332038879
58954,2013-01-17 00:43:55,My biggest wish is that Mrs. Andrews gives us loads of valuable work so I can spend hours doing it in order to learn something.,35.42824234,-80.85544649,POINT (-80.85544649 35.42824234),isPolitical,0.6734488606452942
59148,2013-01-17 00:46:04,"Deputies find $235,000 worth of marijuana at Monroe home: Union County deputies have arrested a Monroe woman on...",35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.8192384243011475
59149,2013-01-17 00:46:04,"Roads, bridges not ready for fracking: Roads and bridges in the Tar Heel State are not built to handle the traffic...",35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.5830962657928467
59273,2013-01-17 00:47:49,@trujillomaddie ;* visiting soon!,35.63814138,-78.87408098,POINT (-78.87408098 35.63814138),isPolitical,0.7641154527664185
59416,2013-01-17 00:49:39,"Weather Alert:LOUISBURG, NC - Winter Storm Watch -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.5680467486381531
59450,2013-01-17 00:50:04,@Yodaxselle Ikr! Like the reversed discrimination just makes the racism divide worse. And honestly if we just do acceptances based on...,35.78773389,-78.67167729,POINT (-78.67167729 35.78773389),isPolitical,0.9757895469665527
59534,2013-01-17 00:51:10,"@Yodaxselle ethnicity, we're going to have less capable professionals. It should just be based on merit and how hard people work for it.",35.78773498,-78.67174129,POINT (-78.67174129 35.78773498),isPolitical,0.9426497220993042
60014,2013-01-17 00:56:44,Nikki Haley state of state was good.  Sharpe contrast between her and Obama's speeches of me and I,35.2036003,-81.786701,POINT (-81.786701 35.2036003),isPolitical,0.9942082166671753
60017,2013-01-17 00:56:47,I just ousted @cofe6370 as the mayor of Hampton Inn Roanoke Rapids on @foursquare!,36.43310207,-77.63101787,POINT (-77.63101787 36.43310207),isPolitical,0.5002440214157104
60099,2013-01-17 00:57:39,"Dem Lady giving speech opposed to Haley talking about small business taxes, did she vote for Obama? He raised them",35.2036004,-81.7867009,POINT (-81.7867009 35.2036004),isPolitical,0.9973226189613342
60208,2013-01-17 00:58:52,"I love how Dems quote the Bible for political reasons but support Abortion, Gay Marriage, etc",35.2036005,-81.7866998,POINT (-81.7866998 35.2036005),isPolitical,0.9818427562713623
61321,2013-02-15 04:15:59,I just ousted @lilguz as the mayor of Parish Court Apartments on @foursquare!,35.412599,-78.736806,POINT (-78.736806 35.412599),isPolitical,0.9279011487960815
61412,2013-02-15 04:17:40,@jennskinner Cards Against Humanity?,35.906442,-79.084743,POINT (-79.084743 35.906442),isPolitical,0.7362744808197021
62037,2013-02-15 04:30:40,This new Air Force wife seriously said her husband will have to give up his dreams to help her take care of their TWO kids. WTF! Ungrateful.,35.1453219,-78.96856286,POINT (-78.96856286 35.1453219),isPolitical,0.9949681162834167
62312,2013-02-15 04:36:19,"Find someone who accepts your past, supports your present, and encourages your future. When you've found that person, you've found a keeper.",35.1099214,-75.9778469,POINT (-75.9778469 35.1099214),isPolitical,0.5868878960609436
62518,2013-02-15 04:41:05,"THIS DATE IN BLACK HISTORY- 1867: Morehouse College was organized in Augusta, GA., later relocated to Atlanta.",35.8089703,-78.7871111,POINT (-78.7871111 35.8089703),isPolitical,0.7465294003486633
63001,2013-02-15 04:52:28,I've been hired by @BNorBeOut to limit the number of Smeagle slayings by @Deven_Eleven at #JUKEJOINT . He's a notorious Smeagle Slayer,36.08619215,-79.39862855,POINT (-79.39862855 36.08619215),isPolitical,0.9059181213378906
63134,2013-02-15 04:56:10,@Raschenauer313 @dc_duke_blue national guard?,35.79373057,-79.27663808,POINT (-79.27663808 35.79373057),isPolitical,0.5521894693374634
63235,2013-02-15 04:58:52,Our clients participating in Rhythmic Riding to reinforce biofeedback and to have fun! @WC_LODGE #hope,35.63155967,-82.82916257,POINT (-82.82916257 35.63155967),isPolitical,0.9538794755935669
63671,2013-04-14 13:14:35,@mpsilversurfer no problem. I enjoy reading your columns,35.32643005,-81.65614634,POINT (-81.65614634 35.32643005),isPolitical,0.5667650699615479
63695,2013-04-14 13:15:31,They're running a celebratory marathon for the DPRK's anniversary. Now that's cruelty.,36.0880161,-79.83854695,POINT (-79.83854695 36.0880161),isPolitical,0.6379935145378113
63850,2013-04-14 13:20:52,@AlanColmes: The Hypocrisy Of Alan Colmes  the regressive commies!!!,35.3456959,-80.811954,POINT (-80.811954 35.3456959),isPolitical,0.7937490940093994
63897,2013-04-14 13:22:52,Glad to see #representatives #vote based off of their constituent's views rather than party lines. #thisweek @SenatorHeitkamp @MaxBaucus,35.05593484,-80.87691771,POINT (-80.87691771 35.05593484),isPolitical,0.997405469417572
64179,2013-04-14 13:32:11,@Safe_Alliance thank you for a fantastic event  giving hope to so many!,35.2249607,-80.8360384,POINT (-80.8360384 35.2249607),isPolitical,0.9860695600509644
64296,2013-04-14 13:35:06,Help me raise money for my Mission Trip to Zimbabwe. Click here to Donate:  Donate and retweet! Thank you!!,34.79134037,-77.43557643,POINT (-77.43557643 34.79134037),isPolitical,0.7707087397575378
64341,2013-04-14 13:36:04,"@HuffPostReligThis morning, I'm at Green Street #UMC supporting the congregation during Westborough Baptist Protests. Tweets to follow.",36.09009009,-80.22458645,POINT (-80.22458645 36.09009009),isPolitical,0.6682392954826355
64439,2013-04-14 13:38:58,"@HuffPostReligPastor Kelley instructing supporters for protests.
 #LoveLoud",36.09009009,-80.22458645,POINT (-80.22458645 36.09009009),isPolitical,0.9887073040008545
64586,2013-04-14 13:43:59,1st day of tutoring English to students who are preparing for their citizenship tests. We're excited!! @Intlhouse,35.57158265,-81.08651896,POINT (-81.08651896 35.57158265),isPolitical,0.9506298899650574
64734,2013-04-14 13:48:36,At Freedom House.,35.3469196,-80.72179365,POINT (-80.72179365 35.3469196),isPolitical,0.9579162001609802
65068,2013-04-14 13:57:13,@visiodei @jeffreyramsey - congrats on the new name! best wishes always.,35.82331929,-78.87917682,POINT (-78.87917682 35.82331929),isPolitical,0.9884917736053467
65296,2013-07-03 08:07:41,"Weather Alert:LOUISBURG, NC - Flash Flood Watch -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.6929027438163757
65298,2013-07-03 08:07:43,Weather Alert:SANFORD-LEE COUNTY - Flash Flood Watch -Read:,35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.8359555006027222
65299,2013-07-03 08:07:43,"Weather Alert:FAYETTEVILLE, NC - Flood Warning -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.6321521997451782
65411,2013-07-03 08:14:10,Budget cuts trim federal wildfire spending: This year's across-the-board budget cuts are slicing tens of millions...,35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.9976625442504883
65597,2013-07-03 08:23:36,?@F_TheGovernment:  this is America for you. 100%. Read it. Sad.,35.14222092,-79.0190474,POINT (-79.0190474 35.14222092),isPolitical,0.9970490336418152
65646,2013-07-03 08:26:04,"?@F_TheGovernment:  gun control, (is for) dummies",35.1419027,-79.01895765,POINT (-79.01895765 35.1419027),isPolitical,0.9805731177330017
65761,2013-07-03 08:32:41,"Weather Alert:LOUISBURG, NC - Flash Flood Watch -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.6929029226303101
65764,2013-07-03 08:32:42,Weather Alert:SANFORD-LEE COUNTY - Flash Flood Watch -Read:,35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.8359555006027222
65765,2013-07-03 08:32:43,"Weather Alert:FAYETTEVILLE, NC - Flood Warning -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.6321521997451782
65913,2013-07-03 08:41:33,"""@phillymag: So much for Killadelphia-murder rate has dropped to 45-year low.  this is great news-hope it continues",36.06078,-78.87,POINT (-78.87 36.06078),isPolitical,0.9922996163368225
65997,2013-07-03 08:47:42,"Weather Alert:LOUISBURG, NC - Flash Flood Watch -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.6929029226303101
65999,2013-07-03 08:47:43,Weather Alert:SANFORD-LEE COUNTY - Flash Flood Watch -Read:,35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.8359555006027222
66000,2013-07-03 08:47:44,"Weather Alert:FAYETTEVILLE, NC - Flood Warning -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.6321521997451782
66308,2013-10-26 04:02:15,"Weather Alert:CHAPEL HILL, NC - Freeze Warning -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.5120447874069214
66310,2013-10-26 04:02:16,"Weather Alert:FAYETTEVILLE, NC - Freeze Warning -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.6650225520133972
66614,2013-10-26 04:07:20,@Ltd_To_Two  I love the Kennedy family. Such a noble group.,35.0186537,-79.0953148,POINT (-79.0953148 35.0186537),isPolitical,0.9717340469360352
66867,2013-10-26 04:12:24,Hope those guys and their families dream of white tigers eating them alive ?,35.81629934,-78.24958029,POINT (-78.24958029 35.81629934),isPolitical,0.978352427482605
66894,2013-10-26 04:12:51,This is probably the only why to impeach him. Since obviously Benghazi and other things aren't enough. #obamasucks,35.759968,-78.7446195,POINT (-78.7446195 35.759968),isPolitical,0.996613085269928
66966,2013-10-26 04:14:08,Why doesn't everyone see the problem here! #Obamacare #obamacarefail,35.759968,-78.7446195,POINT (-78.7446195 35.759968),isPolitical,0.9900124073028564
67012,2013-10-26 04:15:07,Get your #CanOWorms! #Obamacare #obamacarefail #obamacarephonenumbers,35.759968,-78.7446195,POINT (-78.7446195 35.759968),isPolitical,0.9906268119812012
67077,2013-10-26 04:16:32,Morning Memo: SEANC on Health Plan troubles: where are the hearings?,35.7719,-78.6389,POINT (-78.6389 35.7719),isPolitical,0.9908592104911804
67079,2013-10-26 04:16:32,Morning Memo: SEANC on Health Plan troubles: where are the hearings?,35.7719,-78.6389,POINT (-78.6389 35.7719),isPolitical,0.9908592104911804
67096,2013-10-26 04:16:56,#Obamacare: Leading willing and dumb people into slaughter! #obamacarefail,35.759968,-78.7446195,POINT (-78.7446195 35.759968),isPolitical,0.9962671399116516
67109,2013-10-26 04:17:09,"Notice the difference from Reagan when we lose, and then Tabor when they lose. Smh",36.13654844,-80.37175057,POINT (-80.37175057 36.13654844),isPolitical,0.9793684482574463
67116,2013-10-26 04:17:16,"Weather Alert:LOUISBURG, NC - Freeze Warning -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.7774897813796997
67117,2013-10-26 04:17:17,Weather Alert:SANFORD-LEE COUNTY - Freeze Warning -Read:,35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.8927677273750305
67257,2013-10-26 04:20:20,#Obamacare is forcing people to sign up for a system that doesn't work and will cost more than your old plan. #obamacarefail,35.759968,-78.7446195,POINT (-78.7446195 35.759968),isPolitical,0.9982060194015503
67438,2013-10-26 04:24:19,@dakotarenee14,34.9118832,-80.598289,POINT (-80.598289 34.9118832),isPolitical,0.9160927534103394
67613,2013-10-26 04:27:43,"@johnsonevan30 @WCNChs get to here, click the #Hibriten bubble. Then fill out the security code then click vote.",35.93340073,-81.55130967,POINT (-81.55130967 35.93340073),isPolitical,0.6149712800979614
67806,2013-10-26 04:32:15,"Weather Alert:CHAPEL HILL, NC - Freeze Warning -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.5120447874069214
67808,2013-10-26 04:32:15,"Weather Alert:FAYETTEVILLE, NC - Freeze Warning -Read:",35.625556,-78.328611,POINT (-78.328611 35.625556),isPolitical,0.6650225520133972
67884,2013-10-26 04:34:21,#Hibriten has school spirit. @WCNChs put us up against scrub schools. We smoking them in this voting race.,35.9334007,-81.55130997,POINT (-81.55130997 35.9334007),isPolitical,0.9809070229530334
68910,2013-11-19 11:04:00,@KarenDuling thanks for the shout-out! Looking forward to visiting Maize USD. Never been to Kansas. :-),35.65624829,-78.64897736,POINT (-78.64897736 35.65624829),isPolitical,0.7283585667610168
68922,2013-11-19 11:06:00,Article: One of @BarackObama?s #obamacare ?success stories? Jessica Sanford will have no (cont),35.27927928,-80.82594915,POINT (-80.82594915 35.27927928),isPolitical,0.9812001585960388
68924,2013-11-19 11:07:00,Headed home to @PHLAirport  @LaurenFurjanic!,35.2237566,-80.9442763,POINT (-80.9442763 35.2237566),isPolitical,0.9670565128326416
68968,2013-11-19 11:17:00,US-funded radio says it faces cyber attack: U.S.-funded Radio Free Europe/Radio Liberty says its news services...,35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.8929348587989807
68969,2013-11-19 11:17:00,German optimism index rises on eurozone growth: A key index of optimism about the German economy rose more than...,35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.9220203757286072
68973,2013-11-19 11:17:00,Russia to release foreign Greenpeace activist: A Russian court has granted bail to a Greenpeace protester from...,35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.995155930519104
69055,2013-11-19 11:29:00,#Obama is skipping #GettysburgAddress because it is a call to arms to all #Patriots to continue the work started by those that fought + died,35.16266053,-80.89739775,POINT (-80.89739775 35.16266053),isPolitical,0.9975207448005676
69064,2013-11-19 11:30:00,@SenatorReid I believe it has to do with the lack of trust this president has earned with his lies and misinformation.,36.13559819,-80.39966451,POINT (-80.39966451 36.13559819),isPolitical,0.9982206225395203
69087,2013-11-19 11:32:00,#NoSurpriseThere @reaganpal157: RT @Heritage: #Obamacare was supposed to be competitive. Guess what? It's not:,35.16266648,-80.89755151,POINT (-80.89755151 35.16266648),isPolitical,0.9963178634643555
69129,2013-11-19 11:36:00,California is a state of fraud. They stole my Audi and my Caddy and expect me to pay taxes on the Cadillac still. Good thing they drafted.,35.24681173,-80.79790405,POINT (-80.79790405 35.24681173),isPolitical,0.9963537454605103
69216,2013-11-19 11:44:00,I'm proud to report a child would die in my home in case of an emergency.   Bonterra Builders should expect a report incoming.,35.24677673,-80.79788008,POINT (-80.79788008 35.24677673),isPolitical,0.9790482521057129
69226,2013-11-19 11:45:00,@jchou @DruryDesign the research was poorly executed and the outcome a hoot: stop trying to prove pain by statistics. Just stop and listen.,35.2467953,-80.7975878,POINT (-80.7975878 35.2467953),isPolitical,0.9954545497894287
69282,2013-11-19 11:49:00,"OECD cuts global growth forecasts: Global growth is expected to lag this year and next, but for the first time in...",35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.684460461139679
69463,2013-10-01 07:03:34,@SenatorBurr,35.75710842,-82.41872392,POINT (-82.41872392 35.75710842),isPolitical,0.9361129999160767
69498,2013-10-01 07:09:00,Hold the line. Government reform please. A child needs a parent to be a good role model; Americans need the Govern. to be a good role model.,35.75710842,-82.41872392,POINT (-82.41872392 35.75710842),isPolitical,0.9981827735900879
69548,2013-10-01 07:15:47,Gosh. Government shut down. Hmm. Wish republicans would give it up with the affordable care act and just deal.,35.21114164,-82.24128547,POINT (-82.24128547 35.21114164),isPolitical,0.9976430535316467
69561,2013-10-01 07:17:13,Can you help hold the line? We are in a desperate need for a Government reform. We need good role models to go forth and make a stand.,35.75712159,-82.41871036,POINT (-82.41871036 35.75712159),isPolitical,0.9984099864959717
69562,2013-10-01 07:17:14,And those oddball democrats too. Y'all aren't excluded. There's other countries running just fine with health care for everyone.,35.2035551,-82.23781046,POINT (-82.23781046 35.2035551),isPolitical,0.997236967086792
69659,2013-10-01 07:30:19,Judge hears claims BP lied to feds about oil spill: The focus of a trial over BP's massive 2010 oil spill has...,35.22483977,-80.84079342,POINT (-80.84079342 35.22483977),isPolitical,0.9915183186531067
69817,2013-10-01 07:58:56,"Extremely grateful to @NIHDirector For his heartfelt email to employees about shutdown. Proud to be an NIH scientist. Our env., Our health.",35.75994451,-78.83173219,POINT (-78.83173219 35.75994451),isPolitical,0.9976828098297119
69841,2013-10-19 20:00:40,#ObamasPresidencyInTwoWords AMERICA RUINED,35.2453515,-81.1818635,POINT (-81.1818635 35.2453515),isPolitical,0.9909204244613647
69890,2013-10-19 20:02:47,#ObamasPresidencyInTwoWords Socialistic Takeover,35.2453601,-81.1818602,POINT (-81.1818602 35.2453601),isPolitical,0.9943509101867676
70054,2013-10-19 20:10:10,The prodigal disposition is caused from discontentment and entitlement #prodigal #dontfallaway #followJesus,35.55388778,-78.54959272,POINT (-78.54959272 35.55388778),isPolitical,0.9604318737983704
70419,2013-10-19 20:27:20,You must be upset about those scientists saying Tea Party Patriots are smarter on average LOL @BwaHh @cspanwj,35.02015354,-80.82771781,POINT (-80.82771781 35.02015354),isPolitical,0.9876011610031128
70449,2013-10-19 20:29:01,Volunteered at habitat for humanity today...,35.95777277,-79.08266953,POINT (-79.08266953 35.95777277),isPolitical,0.8803619146347046
70624,2013-10-19 20:36:25,This is why we should not give participation ribbons. @ North Carolina State Fairgrounds,35.7955385,-78.71236324,POINT (-78.71236324 35.7955385),isPolitical,0.9660483002662659
70754,2013-10-19 20:42:08,How Much Extra Spending Did Lawmakers Sneak Into Bill That Ended Gov Shutdown?  @cspanwj,35.02014273,-80.82763927,POINT (-80.82763927 35.02014273),isPolitical,0.997653067111969
70848,2013-10-19 20:46:48,I have a sneaky feeling lawyers are already drafting OBAMACARE failure INJURY CLAIMs against Obama and USA as the days pass @cspanwj,35.02002862,-80.82757956,POINT (-80.82757956 35.02002862),isPolitical,0.998078465461731
70943,2013-10-19 20:51:00,Cat nap before the @USOofNC Gala tonight in Raleigh! Can't wait to support our troops with @kelliepickler! #supporttroops  #troopthanks,35.77478047,-78.63963173,POINT (-78.63963173 35.77478047),isPolitical,0.9382749795913696
71607,2013-05-15 05:16:27,"@KatGad we don't live in history. You can't claim what you don't suffer from. That said, I agree that women are often oppressed.",35.7807955,-78.6769429,POINT (-78.6769429 35.7807955),isPolitical,0.9456488490104675
71785,2013-05-15 05:22:49,#IncomingFreshmenAdvice Be sure to get your work for the coming week done before Friday night.,34.74375313,-77.366334,POINT (-77.366334 34.74375313),isPolitical,0.6116834878921509
71826,2013-05-15 05:24:42,#IncomingFreshmenAdvice DO NOT go around telling everyone who you're want to pledge for. Unless you pledge for a white frat/Sorority. #USC17,34.74375313,-77.366334,POINT (-77.366334 34.74375313),isPolitical,0.9609039425849915
71865,2013-05-15 05:26:39,#IncomingFreshmenAdvice Wrap before you tap it  Obama that shit. #PullOut,34.74375313,-77.366334,POINT (-77.366334 34.74375313),isPolitical,0.9880232810974121
72158,2013-05-15 05:40:19,Thanks ? we're quite the power couple. RT: @lowenmensch: @dakotarwright You guys are adorable being together :),36.20533701,-80.35364307,POINT (-80.35364307 36.20533701),isPolitical,0.5032273530960083
72257,2013-05-15 05:45:27,Off of duty protecting those sleeping Marines for tonight ? I've served my country very well. Lol,34.58422543,-77.36331336,POINT (-77.36331336 34.58422543),isPolitical,0.9616015553474426
72305,2013-05-15 05:47:59,I'm ready for Tennessee. See what this federal contracting life is like,34.46116894,-79.1679206,POINT (-79.1679206 34.46116894),isPolitical,0.9971266388893127
72546,2013-02-17 16:01:17,I just ousted John W. as the mayor of Laundry on @foursquare!,35.74288627,-81.30092592,POINT (-81.30092592 35.74288627),isPolitical,0.961225688457489
72698,2013-02-17 16:04:36,"Your life is an island and the bridges that access it is trust, respect and loyalty. Burn one and they all go up in smoke.",34.94940353,-78.51509565,POINT (-78.51509565 34.94940353),isPolitical,0.7735097408294678
72756,2013-02-17 16:06:17,What if gun rights were regulated like #abortion rights? Only one store in the entire state would sell guns.,35.91388275,-79.04801549,POINT (-79.04801549 35.91388275),isPolitical,0.9971924424171448
72805,2013-02-17 16:07:10,"""Why Gender Equality Stalled""  via @nytimes #women",35.91392263,-79.04801031,POINT (-79.04801031 35.91392263),isPolitical,0.7051942944526672
72959,2013-02-17 16:10:48,My good friend @mackdiesel43 and the @OhioState_MLAX play at 3:30 on NBC Sports Network.,35.08382823,-80.88684712,POINT (-80.88684712 35.08382823),isPolitical,0.9785937070846558
73147,2013-02-17 16:14:17,@stevenfurtick happy birthday! Thank you for everything you do in our church and in our community!,35.052728,-80.8123062,POINT (-80.8123062 35.052728),isPolitical,0.9686233997344971
73260,2013-02-17 16:17:19,I just became the mayor of Home on @foursquare!,35.57673199,-80.48270736,POINT (-80.48270736 35.57673199),isPolitical,0.7922895550727844
73428,2013-02-17 16:21:51,I just ousted @moeymoeyp as the mayor of Under The Sun Low-PressureWashing LLC on @foursquare!,34.7293683,-77.23283366,POINT (-77.23283366 34.7293683),isPolitical,0.9827667474746704
73462,2013-02-17 16:22:20,"@JRobin19 I'm insulted by anyone that DARES compare gun rights w/ abortion rights. Abortion is murder. The more access, the more murders!",35.91397435,-79.04800026,POINT (-79.04800026 35.91397435),isPolitical,0.99482661485672
73497,2013-02-17 16:23:02,I just ousted @ncackgrl as the mayor of Planet Fitness on @foursquare!,34.10705598,-77.90077866,POINT (-77.90077866 34.10705598),isPolitical,0.954570472240448
73652,2013-02-17 16:25:40,@jamal_montana morning!,35.21524638,-80.71258746,POINT (-80.71258746 35.21524638),isPolitical,0.7155290246009827
73787,2013-02-17 16:28:31,I just ousted Jason as the mayor of Mann's Coliseum on @foursquare!,35.62096572,-80.77132105,POINT (-80.77132105 35.62096572),isPolitical,0.9519093632698059
