,0
768,@FREDOSANTANA300 
769,I've yelled so much since 6:30 that my voice has run away...
770,Turn up with my broski @hunterj580 
771,Turn up with my broski @hunterj580 
772,@PassDaBlunt_Foo you still need
773,Couldn't if you tired I know so
774,Turning up on a Tuesday I love my grad program lol
775,@Andrew_15_
776,Turn up with my broski @hunterj580 
777,I've yelled so much since 6:30 that my voice has run away...
778,Somebody always find a way to piss me off  ?
780,Thirsty.
783,Go on the computer.. Research something and then write a book or a article.
784,What yall doing
785,"Like ""hey um will you take a picture of me sitting on the floor next to this wall while pretending I'm laughing? thanks"""
786,Miami doin it big !
787,I've yelled so much since 6:30 that my voice has run away...
788,Go on the computer.. Research something and then write a book or a article.
789,"I'm at Hot Dog King (Fairview, NC) http://t.co/1xnBx7VZ3K"
790,Go on the computer.. Research something and then write a book or a article.
791,Respect what's mine
792,@FREDOSANTANA300 
794,Miami doin it big !
795,?@em_ilyash: My day? I just can't.?
796,I've yelled so much since 6:30 that my voice has run away...
797,Miami doin it big !
798,Miami doin it big !
799,Turn up with my broski @hunterj580 
800,y'all are so fucking annoying shit.
802,I've yelled so much since 6:30 that my voice has run away...
803,Miami doin it big !
804,Miami doin it big !
805,When your phone
806,When your phone
809,Go on the computer.. Research something and then write a book or a article.
810,Made the mistake of looking at IG while standing in line and saw multiple pictures of Emily..tears are flowing. Man I miss my sister.
811,Walmart in a few
812,Momma always said.
813,I hope this game goes overtime.
814,?@JarelilLopez: My dream is being a model? yesss !?
815,Momma always said.
816,@LickMySole it's a yes or no question they said he wanna fight me yes or no
817,Couldn't if you tired I know so
818,Thanks brotha!! RT ?@JonathanMcLarty: Wishing a very happy birthday to an awesome photographer named @MattWRoberts.?
819,Just live life!!! ?
820,I've yelled so much since 6:30 that my voice has run away...
821,Go on the computer.. Research something and then write a book or a article.
822,When your phone
823,@Andrew_15_
824,Norbit is on  how you doin ?
825,2Chainz makes me happy.
826,Momma always said.
828,Momma always said.
829,Facebooook. A thing in the past!
830,@Andrew_15_
831,@French_Rivieraa @niecyyyyy forget both of y'all hoes lmfao
832,@Andrew_15_
833,Turn up with my broski @hunterj580 
834,If you didn't think Nas influence rappers... Listen to Game on this joint. ? Heaven's Arms by Game ? https://t.co/CuWdI0ZHkb
835,Not you
836,Momma always said.
837,I've yelled so much since 6:30 that my voice has run away...
838,Taymar Doing Toooooooo Much. This Ain't Your Show !
839,I just don't know anymore
840,@_loveenayy goodmorning
841,Go on the computer.. Research something and then write a book or a article.
842,When your phone
843,Couldn't if you tired I know so
844,Niggas talk more than bitches these days
845,The song 'Realize' just came on...talk about being instantly taken back to 2008 haha
846,Go on the computer.. Research something and then write a book or a article.
848,Just chasin a dog down the bridge...nothin really
849,I'm at Sportsman's Lodge Indoor Gun Range http://t.co/5cPxhvGlNK
850,I've yelled so much since 6:30 that my voice has run away...
851,I'm trying to keep it together but I'm falling aparttt?
852,We in that mug
853,What app is that!??
854,Sorry for trying to save a friendship that lasted 5 years.
855,When your phone
856,Miami doin it big !
857,@Andrew_15_
858,Boogity.......boogity....boogity #nascar
859,"Mullen: Account Supervisor/SAE ( #WinstonSalem , NC) http://t.co/GzCS8VjMZB #Marketing #advertising #Job #Jobs #TweetMyJobs"
860,Deleted your number. #Bye
861,Go on the computer.. Research something and then write a book or a article.
863,I've yelled so much since 6:30 that my voice has run away...
864,I've yelled so much since 6:30 that my voice has run away...
865,When your phone
866,I hate getting comfortable wit the wrong people ??
867,Turn up with my broski @hunterj580 
868,Couldn't if you tired I know so
869,When your phone
870,I've yelled so much since 6:30 that my voice has run away...
871,When your phone
872,I've yelled so much since 6:30 that my voice has run away...
873,@Godgiven_ColeHappy birthday partna!! Tarheel nation!!!
874,I've yelled so much since 6:30 that my voice has run away...
875,I've yelled so much since 6:30 that my voice has run away...
876,I swear Jeremy will do you dirty!
877,Differences by Ginuwine will be my wedding song. That's if I ever get married.
878,When your phone
879,When your phone
881,Couldn't if you tired I know so
883,At the movies w my twin! Oh how I've missed her @_tiffanydaniela
884,@FREDOSANTANA300 
885,Miami doin it big !
886,@mackenziee_18 ewww
887,Turn up with my broski @hunterj580 
888,Turn up with my broski @hunterj580 
889,Couldn't if you tired I know so
890,When your phone
891,Turn up with my broski @hunterj580 
893,They're probably like who the hell is this girl! But still ?
894,Couldn't if you tired I know so
895,@LilGomez23 lol you'll wreck that dodge before you can even go to hell lol
896,https://t.co/81LmCZm76z
897,160-0 will definitely be enough to fuck shit up that crash was ridiculous
898,When your phone
899,Momma always said.
900,When your phone
901,Miami doin it big !
902,I've yelled so much since 6:30 that my voice has run away...
903,Facebooook. A thing in the past!
904,@LightBrightTy u won't get the satisfaction
905,When your phone
906,When your phone
907,When your phone
908,@JamesDeal94 #iphone
909,Couldn't if you tired I know so
910,TGfad ???
912,I've yelled so much since 6:30 that my voice has run away...
913,@Metra_Claire @cashashworth they just announced saying no later than 3 45. #asdperks
914,Momma always said.
915,Couldn't if you tired I know so
917,When your phone
918,Couldn't if you tired I know so
919,Go on the computer.. Research something and then write a book or a article.
920,@DakotaBumbaco I notice you don't like him! Ha-ha-ha! It's okay! You don't have to! All good!
921,Go on the computer.. Research something and then write a book or a article.
922,#grindtime ? Take You Down by Chris Brown ? https://t.co/VuIk9Qtsqx
923,Couldn't if you tired I know so
924,@_KISSingOoMF http://t.co/etDVlblvj9
925,Go on the computer.. Research something and then write a book or a article.
927,Couldn't if you tired I know so
928,Go on the computer.. Research something and then write a book or a article.
929,@madisonalexx94 ahhhh shutttup. So happy for her
930,Couldn't if you tired I know so
932,Couldn't if you tired I know so
933,She gotta be from an island nd she has to be familiar with degree
934,When your phone
935,I've yelled so much since 6:30 that my voice has run away...
936,OHMYGOSHIMSOBORED
937,"I skip my junior year , causee im gone be a senior next year !"
938,My life. ~?@SimpleSide: Fungry.?
939,@Baseballer_777 literally had every hitter fooled today
940,Terrific Tuesday!  Happy Birthday goes out 2 Patricia Hampton...?U Mama! (@ BBT Center) [pic]: http://t.co/oEBJIsyw
941,Some people don't look right doing certain things... So just stop. Lmao
944,@dejaisdope I really got angry they did that.
946,Why am I awake at 3am?
947,Miami doin it big !
948,Momma always said.
949,"my gramdmother , was my mom . but she died in 07' ."
950,@BlameBeauty we already did
951,@Andrew_15_
952,"""?""  ""?"" are my favorite emojis"
953,Go on the computer.. Research something and then write a book or a article.
954,@nstins00 is the red thing a router?
955,@carlsbadbugkil1 @Modern_Right it's not about what's popular its about pushing your beliefs aside and letting others make that choice.
956,"People put ""100 RT  ill do....."" and put something stupid cause they know they'll probably never get that many so they don't have to do it."
957,Go on the computer.. Research something and then write a book or a article.
959,http://t.co/z0Q7tLTvbn
960,When your phone
961,Go on the computer.. Research something and then write a book or a article.
962,When your phone
963,When your phone
964,Couldn't if you tired I know so
965,Finally about to lay down
966,When your phone
967,@FREDOSANTANA300 
968,"""@Madiee_25: @serafini821 @mackenzieyetman lunch was funny as shit come on hahahahaha i was redddd omfg"" My head still hurts! Hahahahaha."
969,Couldn't if you tired I know so
970,#ifthepurgewashappeninginreallife ya this would be me http://t.co/Jq6oECpxym
971,I can always count on my lil brother @iGotSexApp3al to get me right!! His skills be on point ALL the time!!
972,@FREDOSANTANA300 
973,I could really Careless who Don't Fuck with me . . .
974,Miami doin it big !
975,Couldn't if you tired I know so
976,Momma always said.
977,I've yelled so much since 6:30 that my voice has run away...
979,"View Today's Extended Forecast: http://t.co/e6g2YQR5h7
 #Clayton #NC #Weather"
980,This Thursday we at secrets! $10 tickets for the #redwhiteaffair!! Bring out those summer clothes for #RAMFEST
981,After lunch with Richard of course. ???
983,Couldn't if you tired I know so
984,When your phone
985,@L_Schuss18 congrats bud
986,@GrayTom11 Bahaha they musta been. As long as I got in free I was happy!
988,When your phone
989,When your phone
990,Miami doin it big !
991,?@FemaleStruggIes: truth.. http://t.co/OxgFhFVIGJ?
992,"I'm at @GaryIGotcha Taxi (Raleigh, NC) http://t.co/RtInXLa2R4"
993,Turn up with my broski @hunterj580 
994,Helllllllllllo Outerbanks (;
995,When your phone
996,Turn up with my broski @hunterj580 
997,I find it really swaggy that tomorrow is Friday. #SWAG #THUG
999,Momma always said.
